sample_x	sample_y	correlation
GSM3554545_D10R2VvcsAligned.counts.txt.gz	GSM3554620_D0R1VripAligned.counts.txt.gz	0.414058593633509
GSM3554545_D10R2VvcsAligned.counts.txt.gz	GSM3554623_D0R4VripAligned.counts.txt.gz	0.408664422850344
GSM3554545_D10R2VvcsAligned.counts.txt.gz	GSM3554621_D0R2VripAligned.counts.txt.gz	0.425571896304274
GSM3554545_D10R2VvcsAligned.counts.txt.gz	GSM3554624_D0R5VripAligned.counts.txt.gz	0.420411063894011
GSM3554545_D10R2VvcsAligned.counts.txt.gz	GSM3554622_D0R3VripAligned.counts.txt.gz	0.412740352425789
GSM3554545_D10R2VvcsAligned.counts.txt.gz	GSM3554625_D0R6VripAligned.counts.txt.gz	0.414384231854877
GSM3554545_D10R2VvcsAligned.counts.txt.gz	GSM3554628_D1R3VripAligned.counts.txt.gz	0.500370657279499
GSM3554545_D10R2VvcsAligned.counts.txt.gz	GSM3554627_D1R2VripAligned.counts.txt.gz	0.490361642859258
GSM3554545_D10R2VvcsAligned.counts.txt.gz	GSM3554629_D1R4VripAligned.counts.txt.gz	0.496176526028614
GSM3554545_D10R2VvcsAligned.counts.txt.gz	GSM3554462_D1R2VamuAligned.counts.txt.gz	0.55951515138026
GSM3554545_D10R2VvcsAligned.counts.txt.gz	GSM3554460_D1R1VamuAligned.counts.txt.gz	0.560492180306835
GSM3554545_D10R2VvcsAligned.counts.txt.gz	GSM3554464_D1R3VamuAligned.counts.txt.gz	0.552854525479402
GSM3554545_D10R2VvcsAligned.counts.txt.gz	GSM3554474_D3R2VamuAligned.counts.txt.gz	0.650403430099741
GSM3554545_D10R2VvcsAligned.counts.txt.gz	GSM3554472_D3R1VamuAligned.counts.txt.gz	0.62271618696102
GSM3554545_D10R2VvcsAligned.counts.txt.gz	GSM3554476_D3R3VamuAligned.counts.txt.gz	0.617426795594104
GSM3554545_D10R2VvcsAligned.counts.txt.gz	GSM3554470_D2R3VamuAligned.counts.txt.gz	0.596666635256892
GSM3554545_D10R2VvcsAligned.counts.txt.gz	GSM3554466_D2R1VamuAligned.counts.txt.gz	0.626288721292291
GSM3554545_D10R2VvcsAligned.counts.txt.gz	GSM3554468_D2R2VamuAligned.counts.txt.gz	0.598820539368312
GSM3554545_D10R2VvcsAligned.counts.txt.gz	GSM3554651_D7R3VripAligned.counts.txt.gz	0.631925162797503
GSM3554545_D10R2VvcsAligned.counts.txt.gz	GSM3554654_D8R3VripAligned.counts.txt.gz	0.667966439764629
GSM3554545_D10R2VvcsAligned.counts.txt.gz	GSM3554655_D9R1VripAligned.counts.txt.gz	0.667104016667703
GSM3554545_D10R2VvcsAligned.counts.txt.gz	GSM3554644_D5R3VripAligned.counts.txt.gz	0.538365468740463
GSM3554545_D10R2VvcsAligned.counts.txt.gz	GSM3554639_D4R3VripAligned.counts.txt.gz	0.595066275278779
GSM3554545_D10R2VvcsAligned.counts.txt.gz	GSM3554642_D5R1VripAligned.counts.txt.gz	0.618288477238892
GSM3554545_D10R2VvcsAligned.counts.txt.gz	GSM3554643_D5R2VripAligned.counts.txt.gz	0.627371803609492
GSM3554545_D10R2VvcsAligned.counts.txt.gz	GSM3554647_D6R3VripAligned.counts.txt.gz	0.605167771812174
GSM3554545_D10R2VvcsAligned.counts.txt.gz	GSM3554649_D7R1VripAligned.counts.txt.gz	0.658686024760292
GSM3554545_D10R2VvcsAligned.counts.txt.gz	GSM3554645_D6R1VripAligned.counts.txt.gz	0.609353100377265
GSM3554545_D10R2VvcsAligned.counts.txt.gz	GSM3554648_D6R4VripAligned.counts.txt.gz	0.612505461693438
GSM3554545_D10R2VvcsAligned.counts.txt.gz	GSM3554650_D7R2VripAligned.counts.txt.gz	0.653785843034593
GSM3554545_D10R2VvcsAligned.counts.txt.gz	GSM3554646_D6R2VripAligned.counts.txt.gz	0.666873453818282
GSM3554545_D10R2VvcsAligned.counts.txt.gz	GSM3554653_D8R2VripAligned.counts.txt.gz	0.65151062675074
GSM3554545_D10R2VvcsAligned.counts.txt.gz	GSM3554634_D3R2VripAligned.counts.txt.gz	0.586913990329898
GSM3554545_D10R2VvcsAligned.counts.txt.gz	GSM3554636_D3R4VripAligned.counts.txt.gz	0.587215255091495
GSM3554545_D10R2VvcsAligned.counts.txt.gz	GSM3554632_D2R3VripAligned.counts.txt.gz	0.562651303642831
GSM3554545_D10R2VvcsAligned.counts.txt.gz	GSM3554633_D3R1VripAligned.counts.txt.gz	0.580633925823287
GSM3554545_D10R2VvcsAligned.counts.txt.gz	GSM3554635_D3R3VripAligned.counts.txt.gz	0.605775049931418
GSM3554545_D10R2VvcsAligned.counts.txt.gz	GSM3554641_D4R5VripAligned.counts.txt.gz	0.625441244374882
GSM3554545_D10R2VvcsAligned.counts.txt.gz	GSM3554630_D2R1VripAligned.counts.txt.gz	0.560081534095226
GSM3554545_D10R2VvcsAligned.counts.txt.gz	GSM3554631_D2R2VripAligned.counts.txt.gz	0.546968586388153
GSM3554559_D15R1VvcsAligned.counts.txt.gz	GSM3554545_D10R2VvcsAligned.counts.txt.gz	0.913037958278628
GSM3554559_D15R1VvcsAligned.counts.txt.gz	GSM3554559_D15R1VvcsAligned.counts.txt.gz	1
GSM3554559_D15R1VvcsAligned.counts.txt.gz	GSM3554540_D8R2VvcsAligned.counts.txt.gz	0.749125241714078
GSM3554559_D15R1VvcsAligned.counts.txt.gz	GSM3554547_D11R1VvcsAligned.counts.txt.gz	0.737963334383234
GSM3554559_D15R1VvcsAligned.counts.txt.gz	GSM3554602_D10R1VvriAligned.counts.txt.gz	0.700456876669623
GSM3554559_D15R1VvcsAligned.counts.txt.gz	GSM3554610_D12R3VvriAligned.counts.txt.gz	0.859426481045747
