dataset	sample_id	matrix_column	genotype	condition	context	time	replicate	qc_status	source_file
GSE273240	GSM8424822	Deac3_14d_Control_rep1	Riesling	Control	tetralone_ABA	14	1	pass	data/processed/design_qc/GSE273240_tetralone_ABA_design_qc.tsv
GSE273240	GSM8424823	Deac3_14d_Control_rep2	Riesling	Control	tetralone_ABA	14	2	pass	data/processed/design_qc/GSE273240_tetralone_ABA_design_qc.tsv
GSE273240	GSM8424824	Deac3_14d_Control_rep3	Riesling	Control	tetralone_ABA	14	3	pass	data/processed/design_qc/GSE273240_tetralone_ABA_design_qc.tsv
GSE273240	GSM8424825	Deac3_14d_tetralone-ABA_rep1	Riesling	tetralone-ABA	tetralone_ABA	14	1	pass	data/processed/design_qc/GSE273240_tetralone_ABA_design_qc.tsv
GSE273240	GSM8424826	Deac3_14d_tetralone-ABA_rep2	Riesling	tetralone-ABA	tetralone_ABA	14	2	pass	data/processed/design_qc/GSE273240_tetralone_ABA_design_qc.tsv
GSE273240	GSM8424827	Deac3_14d_tetralone-ABA_rep3	Riesling	tetralone-ABA	tetralone_ABA	14	3	pass	data/processed/design_qc/GSE273240_tetralone_ABA_design_qc.tsv
GSE184114	GSM5578100	Acclimation_Control_0_1	Cabernet Franc	Control	Acclimation	0	1	pass	data/processed/design_qc/GSE184114_Acclimation_design_qc.tsv
GSE184114	GSM5578101	Acclimation_Control_0_2	Cabernet Franc	Control	Acclimation	0	2	pass	data/processed/design_qc/GSE184114_Acclimation_design_qc.tsv
GSE184114	GSM5578102	Acclimation_Control_0_3	Cabernet Franc	Control	Acclimation	0	3	pass	data/processed/design_qc/GSE184114_Acclimation_design_qc.tsv
GSE184114	GSM5578103	Acclimation_Control_0_4	Cabernet Franc	Control	Acclimation	0	4	pass	data/processed/design_qc/GSE184114_Acclimation_design_qc.tsv
GSE184114	GSM5578104	Acclimation_Control_0_1	Cabernet Franc	Control	Acclimation	0	1	pass	data/processed/design_qc/GSE184114_Acclimation_design_qc.tsv
GSE184114	GSM5578105	Acclimation_Control_0_2	Cabernet Franc	Control	Acclimation	0	2	pass	data/processed/design_qc/GSE184114_Acclimation_design_qc.tsv
GSE184114	GSM5578106	Acclimation_Control_0_3	Cabernet Franc	Control	Acclimation	0	3	pass	data/processed/design_qc/GSE184114_Acclimation_design_qc.tsv
GSE184114	GSM5578107	Acclimation_Control_0_4	Cabernet Franc	Control	Acclimation	0	4	pass	data/processed/design_qc/GSE184114_Acclimation_design_qc.tsv
GSE184114	GSM5578108	Acclimation_Control_2_2	Cabernet Franc	Control	Acclimation	2	2	pass	data/processed/design_qc/GSE184114_Acclimation_design_qc.tsv
GSE184114	GSM5578109	Acclimation_Control_2_3	Cabernet Franc	Control	Acclimation	2	3	pass	data/processed/design_qc/GSE184114_Acclimation_design_qc.tsv
GSE184114	GSM5578110	Acclimation_Control_2_4	Cabernet Franc	Control	Acclimation	2	4	pass	data/processed/design_qc/GSE184114_Acclimation_design_qc.tsv
GSE184114	GSM5578111	Acclimation_ABA_2_1	Cabernet Franc	ABA	Acclimation	2	1	pass	data/processed/design_qc/GSE184114_Acclimation_design_qc.tsv
GSE184114	GSM5578112	Acclimation_ABA_2_2	Cabernet Franc	ABA	Acclimation	2	2	pass	data/processed/design_qc/GSE184114_Acclimation_design_qc.tsv
GSE184114	GSM5578113	Acclimation_ABA_2_3	Cabernet Franc	ABA	Acclimation	2	3	pass	data/processed/design_qc/GSE184114_Acclimation_design_qc.tsv
GSE184114	GSM5578114	Acclimation_ABA_2_4	Cabernet Franc	ABA	Acclimation	2	4	pass	data/processed/design_qc/GSE184114_Acclimation_design_qc.tsv
GSE184114	GSM5578115	Acclimation_Control_4_1	Cabernet Franc	Control	Acclimation	4	1	pass	data/processed/design_qc/GSE184114_Acclimation_design_qc.tsv
GSE184114	GSM5578116	Acclimation_Control_4_2	Cabernet Franc	Control	Acclimation	4	2	pass	data/processed/design_qc/GSE184114_Acclimation_design_qc.tsv
GSE184114	GSM5578117	Acclimation_Control_4_3	Cabernet Franc	Control	Acclimation	4	3	pass	data/processed/design_qc/GSE184114_Acclimation_design_qc.tsv
GSE184114	GSM5578118	Acclimation_Control_4_4	Cabernet Franc	Control	Acclimation	4	4	pass	data/processed/design_qc/GSE184114_Acclimation_design_qc.tsv
GSE184114	GSM5578119	Acclimation_ABA_4_1	Cabernet Franc	ABA	Acclimation	4	1	pass	data/processed/design_qc/GSE184114_Acclimation_design_qc.tsv
GSE184114	GSM5578120	Acclimation_ABA_4_2	Cabernet Franc	ABA	Acclimation	4	2	pass	data/processed/design_qc/GSE184114_Acclimation_design_qc.tsv
GSE184114	GSM5578121	Acclimation_ABA_4_3	Cabernet Franc	ABA	Acclimation	4	3	pass	data/processed/design_qc/GSE184114_Acclimation_design_qc.tsv
GSE184114	GSM5578122	Acclimation_ABA_4_4	Cabernet Franc	ABA	Acclimation	4	4	pass	data/processed/design_qc/GSE184114_Acclimation_design_qc.tsv
GSE184114	GSM5578123	Acclimation_Control_24_1	Cabernet Franc	Control	Acclimation	24	1	pass	data/processed/design_qc/GSE184114_Acclimation_design_qc.tsv
GSE184114	GSM5578124	Acclimation_Control_24_2	Cabernet Franc	Control	Acclimation	24	2	pass	data/processed/design_qc/GSE184114_Acclimation_design_qc.tsv
GSE184114	GSM5578125	Acclimation_Control_24_3	Cabernet Franc	Control	Acclimation	24	3	pass	data/processed/design_qc/GSE184114_Acclimation_design_qc.tsv
GSE184114	GSM5578126	Acclimation_Control_24_4	Cabernet Franc	Control	Acclimation	24	4	pass	data/processed/design_qc/GSE184114_Acclimation_design_qc.tsv
GSE184114	GSM5578127	Acclimation_ABA_24_2	Cabernet Franc	ABA	Acclimation	24	2	pass	data/processed/design_qc/GSE184114_Acclimation_design_qc.tsv
GSE184114	GSM5578128	Acclimation_ABA_24_3	Cabernet Franc	ABA	Acclimation	24	3	pass	data/processed/design_qc/GSE184114_Acclimation_design_qc.tsv
GSE184114	GSM5578129	Acclimation_ABA_24_4	Cabernet Franc	ABA	Acclimation	24	4	pass	data/processed/design_qc/GSE184114_Acclimation_design_qc.tsv
GSE184114	GSM5578130	Acclimation_Control_48_1	Cabernet Franc	Control	Acclimation	48	1	pass	data/processed/design_qc/GSE184114_Acclimation_design_qc.tsv
GSE184114	GSM5578131	Acclimation_Control_48_2	Cabernet Franc	Control	Acclimation	48	2	pass	data/processed/design_qc/GSE184114_Acclimation_design_qc.tsv
GSE184114	GSM5578132	Acclimation_Control_48_3	Cabernet Franc	Control	Acclimation	48	3	pass	data/processed/design_qc/GSE184114_Acclimation_design_qc.tsv
GSE184114	GSM5578133	Acclimation_Control_48_4	Cabernet Franc	Control	Acclimation	48	4	pass	data/processed/design_qc/GSE184114_Acclimation_design_qc.tsv
GSE184114	GSM5578134	Acclimation_ABA_48_1	Cabernet Franc	ABA	Acclimation	48	1	pass	data/processed/design_qc/GSE184114_Acclimation_design_qc.tsv
GSE184114	GSM5578135	Acclimation_ABA_48_2	Cabernet Franc	ABA	Acclimation	48	2	pass	data/processed/design_qc/GSE184114_Acclimation_design_qc.tsv
GSE184114	GSM5578136	Acclimation_Control_2_1	Cabernet Franc	Control	Acclimation	2	1	pass	data/processed/design_qc/GSE184114_Acclimation_design_qc.tsv
GSE184114	GSM5578137	Acclimation_ABA_24_1	Cabernet Franc	ABA	Acclimation	24	1	pass	data/processed/design_qc/GSE184114_Acclimation_design_qc.tsv
GSE184114	GSM5578138	Acclimation_ABA_48_3	Cabernet Franc	ABA	Acclimation	48	3	pass	data/processed/design_qc/GSE184114_Acclimation_design_qc.tsv
GSE184114	GSM5578139	Acclimation_ABA_48_4	Cabernet Franc	ABA	Acclimation	48	4	pass	data/processed/design_qc/GSE184114_Acclimation_design_qc.tsv
GSE184114	GSM5578066	Deacclimation_ABA_12_1	Cabernet Franc	ABA	Deacclimation	12	1	pass	data/processed/design_qc/GSE184114_Deacclimation_design_qc.tsv
GSE184114	GSM5578067	Deacclimation_ABA_12_2	Cabernet Franc	ABA	Deacclimation	12	2	pass	data/processed/design_qc/GSE184114_Deacclimation_design_qc.tsv
GSE184114	GSM5578068	Deacclimation_ABA_12_3	Cabernet Franc	ABA	Deacclimation	12	3	pass	data/processed/design_qc/GSE184114_Deacclimation_design_qc.tsv
GSE184114	GSM5578069	Deacclimation_ABA_24_1	Cabernet Franc	ABA	Deacclimation	24	1	pass	data/processed/design_qc/GSE184114_Deacclimation_design_qc.tsv
GSE184114	GSM5578070	Deacclimation_ABA_24_2	Cabernet Franc	ABA	Deacclimation	24	2	pass	data/processed/design_qc/GSE184114_Deacclimation_design_qc.tsv
GSE184114	GSM5578071	Deacclimation_ABA_24_3	Cabernet Franc	ABA	Deacclimation	24	3	pass	data/processed/design_qc/GSE184114_Deacclimation_design_qc.tsv
GSE184114	GSM5578072	Deacclimation_ABA_48_1	Cabernet Franc	ABA	Deacclimation	48	1	pass	data/processed/design_qc/GSE184114_Deacclimation_design_qc.tsv
GSE184114	GSM5578073	Deacclimation_ABA_48_2	Cabernet Franc	ABA	Deacclimation	48	2	pass	data/processed/design_qc/GSE184114_Deacclimation_design_qc.tsv
GSE184114	GSM5578074	Deacclimation_ABA_48_3	Cabernet Franc	ABA	Deacclimation	48	3	pass	data/processed/design_qc/GSE184114_Deacclimation_design_qc.tsv
GSE184114	GSM5578075	Deacclimation_ABA_6_1	Cabernet Franc	ABA	Deacclimation	6	1	pass	data/processed/design_qc/GSE184114_Deacclimation_design_qc.tsv
GSE184114	GSM5578076	Deacclimation_ABA_6_2	Cabernet Franc	ABA	Deacclimation	6	2	pass	data/processed/design_qc/GSE184114_Deacclimation_design_qc.tsv
GSE184114	GSM5578077	Deacclimation_ABA_6_3	Cabernet Franc	ABA	Deacclimation	6	3	pass	data/processed/design_qc/GSE184114_Deacclimation_design_qc.tsv
GSE184114	GSM5578078	Deacclimation_ABA_72_1	Cabernet Franc	ABA	Deacclimation	72	1	pass	data/processed/design_qc/GSE184114_Deacclimation_design_qc.tsv
GSE184114	GSM5578079	Deacclimation_ABA_72_2	Cabernet Franc	ABA	Deacclimation	72	2	pass	data/processed/design_qc/GSE184114_Deacclimation_design_qc.tsv
GSE184114	GSM5578080	Deacclimation_ABA_72_3	Cabernet Franc	ABA	Deacclimation	72	3	pass	data/processed/design_qc/GSE184114_Deacclimation_design_qc.tsv
GSE184114	GSM5578081	Deacclimation_Control_0_1	Cabernet Franc	Control	Deacclimation	0	1	pass	data/processed/design_qc/GSE184114_Deacclimation_design_qc.tsv
GSE184114	GSM5578082	Deacclimation_Control_0_2	Cabernet Franc	Control	Deacclimation	0	2	pass	data/processed/design_qc/GSE184114_Deacclimation_design_qc.tsv
GSE184114	GSM5578083	Deacclimation_Control_0_3	Cabernet Franc	Control	Deacclimation	0	3	pass	data/processed/design_qc/GSE184114_Deacclimation_design_qc.tsv
GSE184114	GSM5578084	Deacclimation_Control_12_1	Cabernet Franc	Control	Deacclimation	12	1	pass	data/processed/design_qc/GSE184114_Deacclimation_design_qc.tsv
GSE184114	GSM5578085	Deacclimation_Control_12_2	Cabernet Franc	Control	Deacclimation	12	2	pass	data/processed/design_qc/GSE184114_Deacclimation_design_qc.tsv
GSE184114	GSM5578086	Deacclimation_Control_12_3	Cabernet Franc	Control	Deacclimation	12	3	pass	data/processed/design_qc/GSE184114_Deacclimation_design_qc.tsv
GSE184114	GSM5578087	Deacclimation_Control_24_1	Cabernet Franc	Control	Deacclimation	24	1	pass	data/processed/design_qc/GSE184114_Deacclimation_design_qc.tsv
GSE184114	GSM5578088	Deacclimation_Control_24_2	Cabernet Franc	Control	Deacclimation	24	2	pass	data/processed/design_qc/GSE184114_Deacclimation_design_qc.tsv
GSE184114	GSM5578089	Deacclimation_Control_24_3	Cabernet Franc	Control	Deacclimation	24	3	pass	data/processed/design_qc/GSE184114_Deacclimation_design_qc.tsv
GSE184114	GSM5578090	Deacclimation_Control_48_1	Cabernet Franc	Control	Deacclimation	48	1	pass	data/processed/design_qc/GSE184114_Deacclimation_design_qc.tsv
GSE184114	GSM5578091	Deacclimation_Control_48_2	Cabernet Franc	Control	Deacclimation	48	2	pass	data/processed/design_qc/GSE184114_Deacclimation_design_qc.tsv
GSE184114	GSM5578092	Deacclimation_Control_48_3	Cabernet Franc	Control	Deacclimation	48	3	pass	data/processed/design_qc/GSE184114_Deacclimation_design_qc.tsv
GSE184114	GSM5578093	Deacclimation_Control_48_4	Cabernet Franc	Control	Deacclimation	48	4	pass	data/processed/design_qc/GSE184114_Deacclimation_design_qc.tsv
GSE184114	GSM5578094	Deacclimation_Control_6_1	Cabernet Franc	Control	Deacclimation	6	1	pass	data/processed/design_qc/GSE184114_Deacclimation_design_qc.tsv
GSE184114	GSM5578095	Deacclimation_Control_6_2	Cabernet Franc	Control	Deacclimation	6	2	pass	data/processed/design_qc/GSE184114_Deacclimation_design_qc.tsv
GSE184114	GSM5578096	Deacclimation_Control_6_3	Cabernet Franc	Control	Deacclimation	6	3	pass	data/processed/design_qc/GSE184114_Deacclimation_design_qc.tsv
GSE184114	GSM5578097	Deacclimation_Control_72_1	Cabernet Franc	Control	Deacclimation	72	1	pass	data/processed/design_qc/GSE184114_Deacclimation_design_qc.tsv
GSE184114	GSM5578098	Deacclimation_Control_72_2	Cabernet Franc	Control	Deacclimation	72	2	pass	data/processed/design_qc/GSE184114_Deacclimation_design_qc.tsv
GSE184114	GSM5578099	Deacclimation_Control_72_3	Cabernet Franc	Control	Deacclimation	72	3	pass	data/processed/design_qc/GSE184114_Deacclimation_design_qc.tsv
GSE277812	GSM8531081	T1_2_1	Merlot	node_2	raw_counts	BBCH63	1	pass	data/processed/design_qc/GSE277812_raw_counts_design_qc.tsv
GSE277812	GSM8531082	T1_2_2	Merlot	node_2	raw_counts	BBCH63	2	pass	data/processed/design_qc/GSE277812_raw_counts_design_qc.tsv
GSE277812	GSM8531083	T1_2_3	Merlot	node_2	raw_counts	BBCH63	3	pass	data/processed/design_qc/GSE277812_raw_counts_design_qc.tsv
GSE277812	GSM8531084	T1_5_1	Merlot	node_5	raw_counts	BBCH63	1	pass	data/processed/design_qc/GSE277812_raw_counts_design_qc.tsv
GSE277812	GSM8531085	T1_5_2	Merlot	node_5	raw_counts	BBCH63	2	pass	data/processed/design_qc/GSE277812_raw_counts_design_qc.tsv
GSE277812	GSM8531086	T1_5_3	Merlot	node_5	raw_counts	BBCH63	3	pass	data/processed/design_qc/GSE277812_raw_counts_design_qc.tsv
GSE277812	GSM8531087	T1_10_1	Merlot	node_10	raw_counts	BBCH63	1	pass	data/processed/design_qc/GSE277812_raw_counts_design_qc.tsv
GSE277812	GSM8531088	T1_10_2	Merlot	node_10	raw_counts	BBCH63	2	pass	data/processed/design_qc/GSE277812_raw_counts_design_qc.tsv
GSE277812	GSM8531089	T1_10_3	Merlot	node_10	raw_counts	BBCH63	3	pass	data/processed/design_qc/GSE277812_raw_counts_design_qc.tsv
GSE277812	GSM8531090	T2_2_1	Merlot	node_2	raw_counts	BBCH77	1	pass	data/processed/design_qc/GSE277812_raw_counts_design_qc.tsv
GSE277812	GSM8531091	T2_2_2	Merlot	node_2	raw_counts	BBCH77	2	pass	data/processed/design_qc/GSE277812_raw_counts_design_qc.tsv
GSE277812	GSM8531092	T2_2_3	Merlot	node_2	raw_counts	BBCH77	3	pass	data/processed/design_qc/GSE277812_raw_counts_design_qc.tsv
GSE277812	GSM8531093	T2_5_1	Merlot	node_5	raw_counts	BBCH77	1	pass	data/processed/design_qc/GSE277812_raw_counts_design_qc.tsv
GSE277812	GSM8531094	T2_5_2	Merlot	node_5	raw_counts	BBCH77	2	pass	data/processed/design_qc/GSE277812_raw_counts_design_qc.tsv
GSE277812	GSM8531095	T2_5_3	Merlot	node_5	raw_counts	BBCH77	3	pass	data/processed/design_qc/GSE277812_raw_counts_design_qc.tsv
GSE277812	GSM8531096	T2_10_1	Merlot	node_10	raw_counts	BBCH77	1	pass	data/processed/design_qc/GSE277812_raw_counts_design_qc.tsv
GSE277812	GSM8531097	T2_10_2	Merlot	node_10	raw_counts	BBCH77	2	pass	data/processed/design_qc/GSE277812_raw_counts_design_qc.tsv
GSE277812	GSM8531098	T2_10_3	Merlot	node_10	raw_counts	BBCH77	3	pass	data/processed/design_qc/GSE277812_raw_counts_design_qc.tsv
GSE277812	GSM8531099	T3_2_1	Merlot	node_2	raw_counts	BBCH90	1	pass	data/processed/design_qc/GSE277812_raw_counts_design_qc.tsv
GSE277812	GSM8531100	T3_2_2	Merlot	node_2	raw_counts	BBCH90	2	pass	data/processed/design_qc/GSE277812_raw_counts_design_qc.tsv
GSE277812	GSM8531101	T3_2_3	Merlot	node_2	raw_counts	BBCH90	3	pass	data/processed/design_qc/GSE277812_raw_counts_design_qc.tsv
GSE277812	GSM8531102	T3_5_1	Merlot	node_5	raw_counts	BBCH90	1	pass	data/processed/design_qc/GSE277812_raw_counts_design_qc.tsv
GSE277812	GSM8531103	T3_5_2	Merlot	node_5	raw_counts	BBCH90	2	pass	data/processed/design_qc/GSE277812_raw_counts_design_qc.tsv
GSE277812	GSM8531104	T3_5_3	Merlot	node_5	raw_counts	BBCH90	3	pass	data/processed/design_qc/GSE277812_raw_counts_design_qc.tsv
GSE277812	GSM8531105	T3_10_1	Merlot	node_10	raw_counts	BBCH90	1	pass	data/processed/design_qc/GSE277812_raw_counts_design_qc.tsv
GSE277812	GSM8531106	T3_10_2	Merlot	node_10	raw_counts	BBCH90	2	pass	data/processed/design_qc/GSE277812_raw_counts_design_qc.tsv
GSE277812	GSM8531107	T3_10_3	Merlot	node_10	raw_counts	BBCH90	3	pass	data/processed/design_qc/GSE277812_raw_counts_design_qc.tsv
GSE337039	SRR39326568	12685_5751_144711_HW3JMBGXJ_NSF023_F06_11_20_18_TWB1_C_CTCCAT_R1	Brianna	Controlled_4C	raw_FASTQ	0	1	NOT_RECLASSIFIED	grape_dormancy_advanced/data/metadata/GSE337039_sample_manifest.tsv
GSE337039	SRR39326567	12685_5751_144712_HW3JMBGXJ_NSF023_G06_11_20_18_TWB2_C_GCATGG_R1	Brianna	Controlled_4C	raw_FASTQ	0	2	NOT_RECLASSIFIED	grape_dormancy_advanced/data/metadata/GSE337039_sample_manifest.tsv
GSE337039	SRR39326566	12685_5751_144713_HW3JMBGXJ_NSF023_H06_11_20_18_TWB3_C_AATAGC_R1	Brianna	Controlled_4C	raw_FASTQ	0	3	NOT_RECLASSIFIED	grape_dormancy_advanced/data/metadata/GSE337039_sample_manifest.tsv
GSE337039	SRR39326565	12685_5751_144714_HW3JMBGXJ_NSF023_A07_12_28_18_TWB1_C_GTGCCA_R1	Brianna	Controlled_4C	raw_FASTQ	1	1	NOT_RECLASSIFIED	grape_dormancy_advanced/data/metadata/GSE337039_sample_manifest.tsv
GSE337039	SRR39326564	12685_5751_144715_HW3JMBGXJ_NSF023_B07_12_28_18_TWB2_C_TCGAGG_R1	Brianna	Controlled_4C	raw_FASTQ	1	2	NOT_RECLASSIFIED	grape_dormancy_advanced/data/metadata/GSE337039_sample_manifest.tsv
GSE337039	SRR39326562	12685_5751_144716_HW3JMBGXJ_NSF023_C07_12_28_18_TWB3_C_CACTAA_R1	Brianna	Controlled_4C	raw_FASTQ	1	3	NOT_RECLASSIFIED	grape_dormancy_advanced/data/metadata/GSE337039_sample_manifest.tsv
GSE337039	SRR39326561	12685_5751_144717_HW3JMBGXJ_NSF023_D07_1_13_19_TWB1_C_GGTATA_R1	Brianna	Controlled_4C	raw_FASTQ	2	1	NOT_RECLASSIFIED	grape_dormancy_advanced/data/metadata/GSE337039_sample_manifest.tsv
GSE337039	SRR39326560	12685_5751_144718_HW3JMBGXJ_NSF023_E07_1_13_19_TWB2_C_CGCCTG_R1	Brianna	Controlled_4C	raw_FASTQ	2	2	NOT_RECLASSIFIED	grape_dormancy_advanced/data/metadata/GSE337039_sample_manifest.tsv
GSE337039	SRR39326559	12685_5751_144719_HW3JMBGXJ_NSF023_F07_1_13_19_TWB3_C_AATGAA_R1	Brianna	Controlled_4C	raw_FASTQ	2	3	NOT_RECLASSIFIED	grape_dormancy_advanced/data/metadata/GSE337039_sample_manifest.tsv
GSE337039	SRR39326558	12685_5751_144720_HW3JMBGXJ_NSF023_G07_2_12_19_TWB1_C_ACAACG_R1	Brianna	Controlled_4C	raw_FASTQ	3	1	NOT_RECLASSIFIED	grape_dormancy_advanced/data/metadata/GSE337039_sample_manifest.tsv
GSE337039	SRR39326557	12685_5751_144721_HW3JMBGXJ_NSF023_H07_2_12_19_TWB2_C_ATATCC_R1	Brianna	Controlled_4C	raw_FASTQ	3	2	NOT_RECLASSIFIED	grape_dormancy_advanced/data/metadata/GSE337039_sample_manifest.tsv
GSE337039	SRR39326556	12685_5751_144722_HW3JMBGXJ_NSF023_A08_2_12_19_TWB3_C_AGTACT_R1	Brianna	Controlled_4C	raw_FASTQ	3	3	NOT_RECLASSIFIED	grape_dormancy_advanced/data/metadata/GSE337039_sample_manifest.tsv
GSE337039	SRR39326555	12685_5751_144723_HW3JMBGXJ_NSF023_B08_3_4_19_TWB1_C_ATAAGA_R1	Brianna	Controlled_4C	raw_FASTQ	4	1	NOT_RECLASSIFIED	grape_dormancy_advanced/data/metadata/GSE337039_sample_manifest.tsv
GSE337039	SRR39326554	12685_5751_144724_HW3JMBGXJ_NSF023_C08_3_4_19_TWB2_C_GGTGAG_R1	Brianna	Controlled_4C	raw_FASTQ	4	2	NOT_RECLASSIFIED	grape_dormancy_advanced/data/metadata/GSE337039_sample_manifest.tsv
GSE337039	SRR39326553	12685_5751_144725_HW3JMBGXJ_NSF023_D08_3_4_19_TWB3_C_TTCCGC_R1	Brianna	Controlled_4C	raw_FASTQ	4	3	NOT_RECLASSIFIED	grape_dormancy_advanced/data/metadata/GSE337039_sample_manifest.tsv
GSE337039	SRR39326584	12685_5751_144696_HW3JMBGXJ_NSF023_G04_11_20_18_TWB1_F_ACCTAC_R1	Brianna	Natural	raw_FASTQ	0	1	NOT_RECLASSIFIED	grape_dormancy_advanced/data/metadata/GSE337039_sample_manifest.tsv
GSE337039	SRR39326583	12685_5751_144697_HW3JMBGXJ_NSF023_H04_11_20_18_TWB2_F_CGAAGG_R1	Brianna	Natural	raw_FASTQ	0	2	NOT_RECLASSIFIED	grape_dormancy_advanced/data/metadata/GSE337039_sample_manifest.tsv
GSE337039	SRR39326582	12685_5751_144698_HW3JMBGXJ_NSF023_A05_11_20_18_TWB3_F_AGATAG_R1	Brianna	Natural	raw_FASTQ	0	3	NOT_RECLASSIFIED	grape_dormancy_advanced/data/metadata/GSE337039_sample_manifest.tsv
GSE337039	SRR39326581	12685_5751_144699_HW3JMBGXJ_NSF023_B05_12_27_18_TWB1_F_TTGGTA_R1	Brianna	Natural	raw_FASTQ	1	1	NOT_RECLASSIFIED	grape_dormancy_advanced/data/metadata/GSE337039_sample_manifest.tsv
GSE337039	SRR39326580	12685_5751_144700_HW3JMBGXJ_NSF023_C05_12_27_18_TWB2_F_GTTACC_R1	Brianna	Natural	raw_FASTQ	1	2	NOT_RECLASSIFIED	grape_dormancy_advanced/data/metadata/GSE337039_sample_manifest.tsv
GSE337039	SRR39326579	12685_5751_144701_HW3JMBGXJ_NSF023_D05_12_27_18_TWB3_F_CGCAAC_R1	Brianna	Natural	raw_FASTQ	1	3	NOT_RECLASSIFIED	grape_dormancy_advanced/data/metadata/GSE337039_sample_manifest.tsv
GSE337039	SRR39326578	12685_5751_144702_HW3JMBGXJ_NSF023_E05_1_13_19_TWB1_F_TGGCGA_R1	Brianna	Natural	raw_FASTQ	2	1	NOT_RECLASSIFIED	grape_dormancy_advanced/data/metadata/GSE337039_sample_manifest.tsv
GSE337039	SRR39326577	12685_5751_144703_HW3JMBGXJ_NSF023_F05_1_13_19_TWB2_F_ACCGTG_R1	Brianna	Natural	raw_FASTQ	2	2	NOT_RECLASSIFIED	grape_dormancy_advanced/data/metadata/GSE337039_sample_manifest.tsv
GSE337039	SRR39326576	12685_5751_144704_HW3JMBGXJ_NSF023_G05_1_13_19_TWB3_F_CAACAG_R1	Brianna	Natural	raw_FASTQ	2	3	NOT_RECLASSIFIED	grape_dormancy_advanced/data/metadata/GSE337039_sample_manifest.tsv
GSE337039	SRR39326575	12685_5751_144705_HW3JMBGXJ_NSF023_H05_2_12_19_TWB1_F_GATTGT_R1	Brianna	Natural	raw_FASTQ	3	1	NOT_RECLASSIFIED	grape_dormancy_advanced/data/metadata/GSE337039_sample_manifest.tsv
GSE337039	SRR39326573	12685_5751_144706_HW3JMBGXJ_NSF023_A06_2_12_19_TWB2_F_CTCTCG_R1	Brianna	Natural	raw_FASTQ	3	2	NOT_RECLASSIFIED	grape_dormancy_advanced/data/metadata/GSE337039_sample_manifest.tsv
GSE337039	SRR39326572	12685_5751_144707_HW3JMBGXJ_NSF023_B06_2_12_19_TWB3_F_TGACAC_R1	Brianna	Natural	raw_FASTQ	3	3	NOT_RECLASSIFIED	grape_dormancy_advanced/data/metadata/GSE337039_sample_manifest.tsv
GSE337039	SRR39326571	12685_5751_144708_HW3JMBGXJ_NSF023_C06_3_4_19_TWB1_F_AAGACA_R1	Brianna	Natural	raw_FASTQ	4	1	NOT_RECLASSIFIED	grape_dormancy_advanced/data/metadata/GSE337039_sample_manifest.tsv
GSE337039	SRR39326570	12685_5751_144709_HW3JMBGXJ_NSF023_D06_3_4_19_TWB2_F_ACAGAT_R1	Brianna	Natural	raw_FASTQ	4	2	NOT_RECLASSIFIED	grape_dormancy_advanced/data/metadata/GSE337039_sample_manifest.tsv
GSE337039	SRR39326569	12685_5751_144710_HW3JMBGXJ_NSF023_E06_3_4_19_TWB3_F_TAGGCT_R1	Brianna	Natural	raw_FASTQ	4	3	NOT_RECLASSIFIED	grape_dormancy_advanced/data/metadata/GSE337039_sample_manifest.tsv
GSE337039	SRR39326601	12685_5751_144681_HW3JMBGXJ_NSF023_H02_11_20_18_TWM1_C_TACCTT_R1	Marquette	Controlled_4C	raw_FASTQ	0	1	NOT_RECLASSIFIED	grape_dormancy_advanced/data/metadata/GSE337039_sample_manifest.tsv
GSE337039	SRR39326600	12685_5751_144682_HW3JMBGXJ_NSF023_A03_11_20_18_TWM2_C_TCTTAA_R1	Marquette	Controlled_4C	raw_FASTQ	0	2	NOT_RECLASSIFIED	grape_dormancy_advanced/data/metadata/GSE337039_sample_manifest.tsv
GSE337039	SRR39326599	12685_5751_144683_HW3JMBGXJ_NSF023_B03_11_20_18_TWM3_C_GTCAGG_R1	Marquette	Controlled_4C	raw_FASTQ	0	3	NOT_RECLASSIFIED	grape_dormancy_advanced/data/metadata/GSE337039_sample_manifest.tsv
GSE337039	SRR39326598	12685_5751_144684_HW3JMBGXJ_NSF023_C03_12_28_18_TWM1_C_ATACTG_R1	Marquette	Controlled_4C	raw_FASTQ	1	1	NOT_RECLASSIFIED	grape_dormancy_advanced/data/metadata/GSE337039_sample_manifest.tsv
GSE337039	SRR39326597	12685_5751_144685_HW3JMBGXJ_NSF023_D03_12_28_18_TWM2_C_TATGTC_R1	Marquette	Controlled_4C	raw_FASTQ	1	2	NOT_RECLASSIFIED	grape_dormancy_advanced/data/metadata/GSE337039_sample_manifest.tsv
GSE337039	SRR39326595	12685_5751_144686_HW3JMBGXJ_NSF023_E03_12_28_18_TWM3_C_GAGTCC_R1	Marquette	Controlled_4C	raw_FASTQ	1	3	NOT_RECLASSIFIED	grape_dormancy_advanced/data/metadata/GSE337039_sample_manifest.tsv
GSE337039	SRR39326594	12685_5751_144687_HW3JMBGXJ_NSF023_F03_1_12_19_TWM1_C_GGAGGT_R1	Marquette	Controlled_4C	raw_FASTQ	2	1	NOT_RECLASSIFIED	grape_dormancy_advanced/data/metadata/GSE337039_sample_manifest.tsv
